,#epoch
0,-0.04063304513692856
1,-0.21950845420360565
2,-0.580133855342865
3,0.2373323291540146
4,0.21600337326526642
5,-0.19010134041309357
6,0.2241024523973465
7,0.36813366413116455
8,-0.05533605068922043
9,-0.30463042855262756
10,-0.07101573795080185
11,-0.1873997449874878
12,-0.39663320779800415
13,0.1542193740606308
14,-0.6619911193847656
15,-0.4325166344642639
16,0.005658039823174477
17,-0.05143391340970993
18,-0.19681225717067719
19,0.14483441412448883
20,-0.09813030809164047
21,0.3388468623161316
22,-0.04489230364561081
23,0.285153865814209
24,-0.2892647385597229
25,-0.4746401906013489
26,0.2675219178199768
27,0.007197508588433266
28,0.30342358350753784
29,-0.26286524534225464
30,-0.553476870059967
31,0.19662602245807648
32,-0.0999753400683403
33,-0.018957650288939476
34,-0.1587989777326584
35,0.31154996156692505
36,-0.06538935750722885
37,-0.2459019273519516
38,0.6448298096656799
39,0.2715068757534027
40,-0.2803002595901489
41,0.20641280710697174
42,0.3710431456565857
43,-0.21851091086864471
44,-0.2365572452545166
45,0.2831674814224243
46,0.4730854034423828
47,0.45458611845970154
48,0.14397753775119781
49,0.3017844557762146
50,-0.10956215113401413
51,0.1062607392668724
52,0.8033759593963623
53,0.5169712901115417
54,0.4972710609436035
55,-0.8982707858085632
56,-0.0017564501613378525
57,0.13054139912128448
58,0.10909538716077805
59,-0.033069007098674774
60,-0.599625289440155
61,0.32651790976524353
62,-0.15156885981559753
63,0.09125296026468277
64,-4.3412628173828125
65,-2.4898135662078857
66,-7.943111419677734
67,-7.029906272888184
68,-6.305943965911865
69,-8.523880004882812
70,-15.330662727355957
71,-3.8162426948547363
72,-4.401396751403809
73,-1.9529229402542114
74,-11.569239616394043
75,-14.572174072265625
76,-5.754779815673828
77,-11.8768310546875
78,-8.624634742736816
79,-6.4036102294921875
80,-8.303848266601562
81,-1.5808976888656616
82,-7.428396224975586
83,-4.335015296936035
84,-2.068268060684204
85,-1.5389480590820312
86,-0.4759276509284973
87,-4.616007328033447
88,-1.6078708171844482
89,-6.2732954025268555
90,-1.3525513410568237
91,-5.348864555358887
92,-6.478730201721191
93,-5.812088966369629
94,-1.3453891277313232
95,-0.743816077709198
96,-3.0408599376678467
97,-5.122681617736816
98,-4.3227081298828125
99,-2.458972930908203
100,-6.135947227478027
101,-10.205110549926758
102,-4.564515113830566
103,-6.738704681396484
104,-1.8342915773391724
105,-2.4510257244110107
106,-5.631536960601807
107,-4.117558479309082
108,-1.9116002321243286
109,-1.7552813291549683
110,-4.7205305099487305
111,-4.97205924987793
112,-3.5478899478912354
113,-2.7976298332214355
114,-4.496563911437988
115,-2.0496199131011963
116,-5.873263835906982
117,-7.439316749572754
118,-5.079351902008057
119,-5.107671737670898
120,-3.052196979522705
121,-1.8812072277069092
122,-3.2157859802246094
123,-3.36002254486084
124,-13.691593170166016
125,-4.685205459594727
126,-3.4726223945617676
127,-11.268838882446289
128,-1.6074011325836182
129,-0.7210085988044739
130,-0.05746152997016907
131,-0.07148925960063934
132,-2.658033609390259
133,0.8358078002929688
134,-0.2031051069498062
135,-0.3334615230560303
136,0.567550539970398
137,-0.6828579902648926
138,0.4136964976787567
139,-0.8222045302391052
140,0.10443751513957977
141,-0.4850763976573944
142,-1.0636985301971436
143,0.41414597630500793
144,0.07611747086048126
145,-2.311699628829956
146,0.6440730690956116
147,-1.6083111763000488
148,0.498687207698822
149,0.2732003629207611
150,-2.1746842861175537
151,0.13995802402496338
152,-0.1462744027376175
153,-0.17681004106998444
154,0.6899413466453552
155,0.13561107218265533
156,0.28099822998046875
157,-1.2339978218078613
158,-2.5601258277893066
159,0.629424512386322
160,-3.5204458236694336
161,1.187903642654419
162,0.7610589861869812
163,-0.3266170918941498
164,0.5266045331954956
165,0.7248454093933105
166,1.0974292755126953
167,0.203745499253273
168,-0.001034498680382967
169,1.187321662902832
170,-0.5169483423233032
171,-0.7316333651542664
172,0.7392851114273071
173,0.14434713125228882
174,0.3433644473552704
175,-0.08638399839401245
176,-1.6130731105804443
177,-1.442692756652832
178,0.6075455546379089
179,-0.4297706186771393
180,-0.5061671137809753
181,-0.06554515659809113
182,-0.10554561018943787
183,-3.0154597759246826
184,0.7726567983627319
185,0.3149619400501251
186,0.20854444801807404
187,-2.6234912872314453
188,-0.014081940054893494
189,0.35859939455986023
190,-0.5681971311569214
191,-0.5148563981056213
192,1.2359155416488647
193,2.7951669692993164
194,2.717195749282837
195,2.009451389312744
196,1.4931031465530396
197,1.5286897420883179
198,1.84188711643219
199,3.6234850883483887
200,3.434680223464966
201,3.5342671871185303
202,1.7146369218826294
203,2.1967785358428955
204,2.0785250663757324
205,1.6704670190811157
206,4.394410133361816
207,2.4848105907440186
208,2.40088152885437
209,2.139094114303589
210,2.1294069290161133
211,3.4706954956054688
212,1.4805008172988892
213,2.146303415298462
214,3.514991283416748
215,1.5214747190475464
216,2.9888417720794678
217,3.3947088718414307
218,3.8966009616851807
219,3.6736505031585693
220,1.3878775835037231
221,2.6361324787139893
222,3.1301345825195312
223,2.247154951095581
224,3.774522542953491
225,3.5656654834747314
226,3.8161461353302
227,1.5611871480941772
228,2.4271910190582275
229,3.2098488807678223
230,3.280719041824341
231,2.2478039264678955
232,3.4336483478546143
233,4.144810199737549
234,2.2646238803863525
235,4.386912822723389
236,1.809881567955017
237,2.4202373027801514
238,3.2565419673919678
239,3.4456229209899902
240,1.900072693824768
241,1.902601718902588
242,4.006039619445801
243,4.682982921600342
244,2.9533908367156982
245,2.571178674697876
246,2.8360202312469482
247,3.8576345443725586
248,1.819524884223938
249,1.504562497138977
250,2.032090902328491
251,3.764368772506714
252,1.5368560552597046
253,2.148244619369507
254,2.94694447517395
255,3.060471773147583
256,1.58310067653656
257,4.392611026763916
258,1.5223829746246338
259,1.446243405342102
260,2.4890377521514893
261,2.0477349758148193
262,2.094115972518921
263,2.1140849590301514
264,1.9059470891952515
265,1.16366446018219
266,1.823960781097412
267,2.5204498767852783
268,3.3503258228302
269,1.7202825546264648
270,5.853179931640625
271,3.1438517570495605
272,2.4713611602783203
273,2.0621063709259033
274,2.2733561992645264
275,1.5023456811904907
276,3.138533115386963
277,1.8662298917770386
278,3.463379144668579
279,1.619054913520813
280,2.197162628173828
281,2.1486380100250244
282,2.352864980697632
283,3.1174538135528564
284,1.4051826000213623
285,1.4009907245635986
286,1.3284189701080322
287,5.221019744873047
288,3.8460464477539062
289,2.550689458847046
290,2.1851389408111572
291,2.3722379207611084
292,1.5963510274887085
293,3.096763849258423
294,1.7980068922042847
295,1.741991639137268
296,1.767499566078186
297,4.604194641113281
298,4.5722198486328125
299,3.2076950073242188
300,2.380680561065674
301,2.170943260192871
302,2.1320834159851074
303,3.224015474319458
304,3.6161611080169678
305,3.095574140548706
306,2.205172538757324
307,1.948019027709961
308,5.124913692474365
309,4.513779640197754
310,1.707205891609192
311,4.346120357513428
312,2.57151198387146
313,2.8293817043304443
314,2.7229602336883545
315,1.8129754066467285
316,1.6767815351486206
317,1.5392911434173584
318,3.5566043853759766
319,3.685551166534424
320,0.7713446021080017
321,0.8565493822097778
322,0.8560970425605774
323,0.7633163928985596
324,2.1051340103149414
325,2.690305709838867
326,2.634891986846924
327,1.8159308433532715
328,0.6873012781143188
329,0.850409746170044
330,1.795249342918396
331,0.8442142605781555
332,1.1240057945251465
333,1.6547690629959106
334,0.8719978332519531
335,1.801963448524475
336,1.078042984008789
337,1.1797131299972534
338,0.8359177112579346
339,1.2337111234664917
340,0.7010261416435242
341,1.2182246446609497
342,2.0488803386688232
343,1.8561705350875854
344,2.8666181564331055
345,0.8487293720245361
346,0.6985319256782532
347,1.3116248846054077
348,1.1343334913253784
349,3.284605026245117
350,1.281043529510498
351,1.0982669591903687
352,0.9886022210121155
353,0.7681339979171753
354,0.6689967513084412
355,2.1115903854370117
356,1.061509609222412
357,2.2384300231933594
358,0.810632586479187
359,0.8980942368507385
360,1.2975878715515137
361,0.5321783423423767
362,1.3014575242996216
363,2.2224795818328857
364,3.289440393447876
365,1.327763319015503
366,1.8973251581192017
367,0.8900504112243652
368,0.8919335007667542
369,2.4717049598693848
370,1.3894169330596924
371,0.7884237170219421
372,1.47005295753479
373,1.0248055458068848
374,2.683445453643799
375,0.7762160301208496
376,0.9627915620803833
377,1.0838943719863892
378,1.378890872001648
379,1.0048283338546753
380,0.7351914048194885
381,1.0116522312164307
382,1.0044667720794678
383,0.7956592440605164
